カテゴリ,物件名,住所,最寄りのアクセス_1,最寄りのアクセス_2,最寄りのアクセス_3,築年数,階数,階,家賃,管理費,敷金,礼金,間取,面積,URL
賃貸アパート,シティハイツ紀三井寺,和歌山県和歌山市紀三井寺,ＪＲ紀勢本線/紀三井寺駅 バス5分 (バス停)布引 歩5分,ＪＲ紀勢本線/黒江駅 歩29分,,築27年,2階建,2階,6万円,3000円,18万円,18万円,3DK,48.48m2,https://suumo.jp/chintai/jnc_000014559092/?bc=100265808934
賃貸アパート,シティハイツ紀三井寺,和歌山県和歌山市紀三井寺,ＪＲ紀勢本線/紀三井寺駅 バス5分 (バス停)布引 歩5分,ＪＲ紀勢本線/黒江駅 歩29分,,築27年,2階建,1階,6万円,3000円,18万円,18万円,3DK,48.48m2,https://suumo.jp/chintai/jnc_000014559090/?bc=100178478425
賃貸アパート,シティハイツ紀三井寺,和歌山県和歌山市紀三井寺,ＪＲ紀勢本線/紀三井寺駅 バス5分 (バス停)布引 歩5分,ＪＲ紀勢本線/黒江駅 歩29分,,築27年,2階建,2階,6万円,3000円,18万円,18万円,3DK,48.48m2,https://suumo.jp/chintai/jnc_000014559094/?bc=100251949712
賃貸アパート,シティハイツ紀三井寺,和歌山県和歌山市紀三井寺,ＪＲ紀勢本線/紀三井寺駅 バス5分 (バス停)布引 歩5分,ＪＲ紀勢本線/黒江駅 歩29分,,築27年,2階建,1階,6万円,3000円,18万円,18万円,3DK,48.48m2,https://suumo.jp/chintai/jnc_000047105298/?bc=100247964218
賃貸アパート,シティハイツ紀三井寺,和歌山県和歌山市紀三井寺,ＪＲ紀勢本線/紀三井寺駅 バス5分 (バス停)布引 歩5分,ＪＲ紀勢本線/黒江駅 歩29分,,築27年,2階建,2階,6万円,3000円,18万円,18万円,3DK,48.48m2,https://suumo.jp/chintai/jnc_000014559093/?bc=100259469918
賃貸アパート,コスモプラン21,和歌山県和歌山市向,ＪＲ紀勢本線/和歌山市駅 バス16分 (バス停)貴志中 歩2分,南海加太線/東松江駅 歩22分,南海本線/紀ノ川駅 歩32分,築36年,2階建,2階,4万円,-,-,-,3DK,42.52m2,https://suumo.jp/chintai/jnc_000079925951/?bc=100313948115
賃貸アパート,コスモプラン21,和歌山県和歌山市向,ＪＲ紀勢本線/和歌山市駅 バス16分 (バス停)貴志中 歩2分,南海加太線/東松江駅 歩23分,南海本線/紀ノ川駅 歩32分,築36年,2階建,2階,4万円,-,-,-,3DK,42.52m2,https://suumo.jp/chintai/jnc_000081039697/?bc=100320191011
賃貸一戸建て,仮）シアラ園部IV Ｄ棟,和歌山県和歌山市園部,ＪＲ阪和線/六十谷駅 バス7分 (バス停)園部 歩8分,南海本線/和歌山市駅 バス20分 (バス停)園部 歩8分,ＪＲ阪和線/紀伊中ノ島駅 歩39分,新築,2階建,1-2階,8.1万円,-,-,10万円,3LDK,72.03m2,https://suumo.jp/chintai/jnc_000085305309/?bc=100340568248
賃貸マンション,ベルメゾン砂山,和歌山県和歌山市小松原５,南海本線/和歌山市駅 バス9分 (バス停)日赤医療センター前 歩3分,ＪＲ阪和線/和歌山駅 バス16分 (バス停)日赤医療センター前 歩3分,ＪＲ紀勢本線/宮前駅 歩33分,築21年,3階建,3階,4.7万円,3000円,-,-,1K,27m2,https://suumo.jp/chintai/jnc_000028747196/?bc=100312875740
賃貸マンション,ベルメゾン砂山,和歌山県和歌山市小松原５,南海本線/和歌山市駅 バス9分 (バス停)日赤医療センター前 歩3分,ＪＲ阪和線/和歌山駅 バス16分 (バス停)日赤医療センター前 歩3分,ＪＲ紀勢本線/宮前駅 歩33分,築21年,3階建,2階,4.7万円,3000円,-,-,1K,27m2,https://suumo.jp/chintai/jnc_000014559843/?bc=100312875735
賃貸マンション,ベルメゾン砂山,和歌山県和歌山市小松原５,南海本線/和歌山市駅 バス9分 (バス停)日赤医療センター前 歩3分,ＪＲ阪和線/和歌山駅 バス16分 (バス停)日赤医療センター前 歩3分,ＪＲ紀勢本線/宮前駅 歩33分,築21年,3階建,1階,4.7万円,3000円,-,-,1K,27m2,https://suumo.jp/chintai/jnc_000014559842/?bc=100344635527
賃貸一戸建て,仮）シアラ園部IV Ｃ棟,和歌山県和歌山市園部,ＪＲ阪和線/六十谷駅 バス7分 (バス停)園部 歩8分,南海本線/和歌山市駅 バス20分 (バス停)園部 歩8分,ＪＲ阪和線/紀伊中ノ島駅 歩39分,新築,2階建,1-2階,8.2万円,-,-,10万円,3LDK,73.69m2,https://suumo.jp/chintai/jnc_000085305308/?bc=100340568254
賃貸マンション,カオスマンション,和歌山県和歌山市新堀東１,南海本線/和歌山市駅 バス14分 (バス停)車庫前 歩3分,ＪＲ阪和線/和歌山駅 バス19分 (バス停)車庫前 歩3分,,築32年,3階建,3階,5万円,-,-,10万円,2DK,43.2m2,https://suumo.jp/chintai/jnc_000014560372/?bc=100234308258
賃貸マンション,GRACE CASA アマノ,和歌山県和歌山市今福１,ＪＲ紀勢本線/和歌山市駅 バス12分 (バス停)小松原五丁目 歩5分,ＪＲ阪和線/和歌山駅 バス18分 (バス停)小松原5丁目 歩5分,南海和歌山港線/和歌山港駅 歩29分,築23年,3階建,2階,4.05万円,3500円,-,-,1K,23.08m2,https://suumo.jp/chintai/jnc_000083708890/?bc=100335980266
賃貸マンション,GRACE CASA アマノ,和歌山県和歌山市今福１,ＪＲ紀勢本線/和歌山市駅 バス12分 (バス停)小松原五丁目 歩5分,ＪＲ阪和線/和歌山駅 バス18分 (バス停)小松原5丁目 歩5分,南海和歌山港線/和歌山港駅 歩29分,築23年,3階建,2階,4.05万円,3500円,-,-,1K,21.78m2,https://suumo.jp/chintai/jnc_000083534980/?bc=100334968925
賃貸アパート,プレジール高松,和歌山県和歌山市東高松４,南海本線/和歌山市駅 バス11分 (バス停)高松 歩7分,ＪＲ紀勢本線/宮前駅 歩30分,ＪＲ阪和線/和歌山駅 バス25分 (バス停)高松 歩7分,築38年,2階建,1階,4万円,-,4万円,12万円,2DK,37m2,https://suumo.jp/chintai/jnc_000074572593/?bc=100284382306
賃貸マンション,シャングリラ,和歌山県和歌山市畑屋敷円福院東ノ丁,ＪＲ阪和線/和歌山駅 バス2分 (バス停)北の新地 歩4分,わかやま電鉄貴志川線/和歌山駅 歩13分,南海本線/和歌山市駅 バス7分 (バス停)北の新地 歩4分,築28年,6階建,4階,6.5万円,-,6.5万円,13万円,2DK,47.4m2,https://suumo.jp/chintai/jnc_000066106680/?bc=100237377065
賃貸マンション,シャングリラ,和歌山県和歌山市畑屋敷円福院東ノ丁,ＪＲ阪和線/和歌山駅 バス2分 (バス停)北の新地 歩4分,わかやま電鉄貴志川線/和歌山駅 歩13分,南海本線/和歌山市駅 バス7分 (バス停)北の新地 歩4分,築28年,6階建,4階,6.5万円,-,6.5万円,13万円,2LDK,45.5m2,https://suumo.jp/chintai/jnc_000060305463/?bc=100237377058
賃貸アパート,クラウンハイツ和歌浦東,和歌山県和歌山市和歌浦東２,南海本線/和歌山市駅 バス23分 (バス停)津屋 歩1分,ＪＲ紀勢本線/紀三井寺駅 歩25分,ＪＲ阪和線/和歌山駅 バス26分 (バス停)津屋 歩1分,築15年,2階建,2階,4.3万円,4000円,-,-,ワンルーム,33.4m2,https://suumo.jp/chintai/jnc_000084426327/?bc=100340464758
賃貸マンション,エスポアール西浜,和歌山県和歌山市西浜,南海本線/和歌山市駅 バス16分 (バス停)西浜 歩5分,ＪＲ阪和線/和歌山駅 バス32分 (バス停)西浜 歩5分,ＪＲ紀勢本線/宮前駅 歩55分,築25年,2階建,2階,3.2万円,3000円,-,-,1K,21.42m2,https://suumo.jp/chintai/jnc_000077779234/?bc=100340674707
賃貸マンション,エスポアール西浜,和歌山県和歌山市西浜,南海本線/和歌山市駅 バス16分 (バス停)西浜 歩5分,ＪＲ阪和線/和歌山駅 バス32分 (バス停)西浜 歩5分,ＪＲ紀勢本線/宮前駅 歩55分,築25年,2階建,2階,3.2万円,3000円,-,-,1K,21.42m2,https://suumo.jp/chintai/jnc_000077779233/?bc=100338416127
賃貸マンション,エスポアール西浜,和歌山県和歌山市西浜,南海本線/和歌山市駅 バス16分 (バス停)西浜 歩5分,ＪＲ阪和線/和歌山駅 バス32分 (バス停)西浜 歩5分,ＪＲ紀勢本線/宮前駅 歩55分,築25年,2階建,1階,3.2万円,3000円,-,-,1K,21.42m2,https://suumo.jp/chintai/jnc_000077773884/?bc=100338517972
賃貸マンション,エスポアール西浜,和歌山県和歌山市西浜,南海本線/和歌山市駅 バス16分 (バス停)西浜 歩5分,ＪＲ阪和線/和歌山駅 バス32分 (バス停)西浜 歩5分,ＪＲ紀勢本線/宮前駅 歩55分,築25年,2階建,1階,4万円,3000円,-,-,1K,21.42m2,https://suumo.jp/chintai/jnc_000084137144/?bc=100340674649
賃貸マンション,松ヶ丘コーポラス,和歌山県和歌山市西高松２,南海本線/和歌山市駅 バス17分 (バス停)水軒口 歩8分,ＪＲ紀勢本線/宮前駅 歩36分,ＪＲ紀勢本線/和歌山市駅 歩49分,築52年,4階建,3階,4万円,3000円,-,8万円,2LDK,50.8m2,https://suumo.jp/chintai/jnc_000060542995/?bc=100209537343
賃貸マンション,サンハイツ,和歌山県和歌山市内原,ＪＲ紀勢本線/紀三井寺駅 バス10分 (バス停)布引南 歩3分,ＪＲ紀勢本線/黒江駅 歩26分,ＪＲ紀勢本線/海南駅 歩53分,築38年,3階建,3階,3.6万円,4000円,-,-,3DK,57.24m2,https://suumo.jp/chintai/jnc_000041742172/?bc=100248388590
賃貸アパート,堀止ハイツ,和歌山県和歌山市堀止西１,南海本線/和歌山市駅 バス12分 (バス停)堀止 歩3分,ＪＲ紀勢本線/宮前駅 歩25分,ＪＲ紀勢本線/和歌山市駅 歩35分,築41年,2階建,1階,4.2万円,3500円,4.2万円,8.4万円,3K,44.6m2,https://suumo.jp/chintai/jnc_000022399621/?bc=100337692062
賃貸アパート,堀止ハイツ,和歌山県和歌山市堀止西１,南海本線/和歌山市駅 バス12分 (バス停)堀止 歩3分,ＪＲ紀勢本線/宮前駅 歩25分,ＪＲ紀勢本線/和歌山市駅 歩35分,築41年,2階建,1階,4.2万円,3500円,4.2万円,8.4万円,3K,44.6m2,https://suumo.jp/chintai/jnc_000014562866/?bc=100340674706
賃貸マンション,グランディールタキ,和歌山県和歌山市元町奉行丁１,ＪＲ阪和線/和歌山駅 バス15分 (バス停)屋形町五丁目 歩1分,南海本線/和歌山市駅 バス16分 (バス停)屋形町五丁目 歩1分,ＪＲ紀勢本線/宮前駅 歩25分,築22年,3階建,3階,4万円,5000円,-,-,1K,24.74m2,https://suumo.jp/chintai/jnc_000014563843/?bc=100335863756
賃貸一戸建て,一戸建15740,和歌山県和歌山市松ケ丘２,ＪＲ阪和線/和歌山駅 バス19分 (バス停)西浜口 歩4分,南海和歌山港線/和歌山港駅 歩39分,ＪＲ紀勢本線/宮前駅 歩41分,築26年,2階建,1-2階,7.3万円,-,-,-,4DK,74.52m2,https://suumo.jp/chintai/jnc_000084143425/?bc=100338748865
賃貸アパート,セジュール栄谷Ａ棟,和歌山県和歌山市栄谷,ＪＲ紀勢本線/和歌山市駅 バス13分 (バス停)次郎丸 歩5分,南海本線/紀ノ川駅 歩25分,南海加太線/東松江駅 歩27分,築33年,2階建,2階,3.5万円,3000円,-,-,2DK,40.15m2,https://suumo.jp/chintai/jnc_000027551792/?bc=100322619999
賃貸一戸建て,一戸建６１０,和歌山県和歌山市西浜,南海本線/和歌山市駅 バス17分 (バス停)大浦口 歩3分,ＪＲ紀勢本線/紀三井寺駅 歩52分,南海和歌山港線/和歌山港駅 歩53分,築46年,2階建,1-2階,5.5万円,-,-,5.5万円,4DK,72m2,https://suumo.jp/chintai/jnc_000085119336/?bc=100344433508
賃貸マンション,グラン・レーヴ,和歌山県和歌山市湊御殿２,ＪＲ紀勢本線/和歌山市駅 バス10分 (バス停)舟津町 歩2分,南海和歌山港線/和歌山港駅 歩17分,ＪＲ阪和線/和歌山駅 バス23分 (バス停)舟津町 歩2分,築21年,3階建,1階,5.3万円,4000円,-,5.3万円,1K,34.65m2,https://suumo.jp/chintai/jnc_000084318788/?bc=100339811090
賃貸マンション,ラ・フォーレ西浜,和歌山県和歌山市西浜３,南海本線/和歌山市駅 バス17分 (バス停)長路 歩3分,ＪＲ紀勢本線/紀三井寺駅 歩49分,南海和歌山港線/和歌山港駅 歩49分,築23年,2階建,1階,3.7万円,3000円,-,-,1K,21.42m2,https://suumo.jp/chintai/jnc_000067959787/?bc=100340674676
賃貸マンション,ラ・フォーレ西浜,和歌山県和歌山市西浜３,南海本線/和歌山市駅 バス17分 (バス停)長路 歩3分,ＪＲ紀勢本線/紀三井寺駅 歩49分,南海和歌山港線/和歌山港駅 歩49分,築23年,2階建,1階,3.7万円,3000円,-,-,1K,21.42m2,https://suumo.jp/chintai/jnc_000074094718/?bc=100337692063
賃貸マンション,ラ・フォーレ西浜,和歌山県和歌山市西浜３,南海本線/和歌山市駅 バス17分 (バス停)長路 歩3分,ＪＲ紀勢本線/紀三井寺駅 歩49分,南海和歌山港線/和歌山港駅 歩49分,築23年,2階建,2階,3.7万円,3000円,-,-,1K,21.42m2,https://suumo.jp/chintai/jnc_000067959789/?bc=100340674700
賃貸マンション,ラ・フォーレ西浜,和歌山県和歌山市西浜３,南海本線/和歌山市駅 バス17分 (バス停)長路 歩3分,ＪＲ紀勢本線/紀三井寺駅 歩49分,南海和歌山港線/和歌山港駅 歩49分,築23年,2階建,2階,3.7万円,3000円,-,-,1K,21.42m2,https://suumo.jp/chintai/jnc_000067959788/?bc=100323051312
賃貸マンション,ラ・フォーレ西浜,和歌山県和歌山市西浜３,南海本線/和歌山市駅 バス17分 (バス停)長路 歩3分,ＪＲ紀勢本線/紀三井寺駅 歩49分,南海和歌山港線/和歌山港駅 歩49分,築23年,2階建,1階,3.7万円,3000円,-,-,1K,21.42m2,https://suumo.jp/chintai/jnc_000069385884/?bc=100335295279
賃貸マンション,ヴィラ五番丁,和歌山県和歌山市五番丁,ＪＲ阪和線/和歌山駅 バス5分 (バス停)公園前 歩4分,南海本線/和歌山市駅 歩21分,ＪＲ阪和線/和歌山駅 歩19分,築27年,5階建,2階,4万円,3000円,-,-,1K,27m2,https://suumo.jp/chintai/jnc_000082932348/?bc=100331169565
賃貸マンション,ヴィラ五番丁,和歌山県和歌山市五番丁,ＪＲ阪和線/和歌山駅 バス5分 (バス停)公園前 歩4分,南海本線/和歌山市駅 歩21分,ＪＲ阪和線/和歌山駅 歩19分,築27年,5階建,3階,4万円,3000円,-,-,1K,27m2,https://suumo.jp/chintai/jnc_000082388821/?bc=100317989768
賃貸一戸建て,一戸建０８６６８,和歌山県和歌山市宇須３,南海本線/和歌山市駅 バス19分 (バス停)宇須 歩3分,ＪＲ紀勢本線/宮前駅 歩21分,ＪＲ阪和線/和歌山駅 バス21分 (バス停)宇須 歩3分,築30年,2階建,1-2階,8万円,-,-,16万円,4LDK,114.9m2,https://suumo.jp/chintai/jnc_000041072852/?bc=100320367551
賃貸マンション,ハイツ緑ヶ丘,和歌山県和歌山市西浜,南海本線/和歌山市駅 バス18分 (バス停)大浦 歩3分,ＪＲ紀勢本線/紀三井寺駅 歩48分,ＪＲ阪和線/和歌山駅 バス37分 (バス停)大浦 歩3分,築50年,4階建,4階,3.3万円,2000円,-,3.3万円,3DK,42.9m2,https://suumo.jp/chintai/jnc_000083306320/?bc=100333439326
賃貸マンション,ハイツ緑ヶ丘,和歌山県和歌山市西浜,南海本線/和歌山市駅 バス18分 (バス停)大浦 歩3分,ＪＲ紀勢本線/紀三井寺駅 歩48分,ＪＲ阪和線/和歌山駅 バス37分 (バス停)大浦 歩3分,築50年,4階建,3階,3.3万円,2000円,-,3.3万円,3DK,42.9m2,https://suumo.jp/chintai/jnc_000078886970/?bc=100308288191
賃貸マンション,ハイツ緑ヶ丘,和歌山県和歌山市西浜,南海本線/和歌山市駅 バス18分 (バス停)大浦 歩3分,ＪＲ紀勢本線/紀三井寺駅 歩48分,ＪＲ阪和線/和歌山駅 バス37分 (バス停)大浦 歩3分,築50年,4階建,3階,3.3万円,2000円,-,3.3万円,3DK,42.9m2,https://suumo.jp/chintai/jnc_000085162090/?bc=100344962605
賃貸マンション,ハイツ緑ヶ丘,和歌山県和歌山市西浜,南海本線/和歌山市駅 バス18分 (バス停)大浦 歩3分,ＪＲ紀勢本線/紀三井寺駅 歩48分,ＪＲ阪和線/和歌山駅 バス37分 (バス停)大浦 歩3分,築50年,4階建,4階,4.3万円,2000円,-,4.3万円,3DK,42.9m2,https://suumo.jp/chintai/jnc_000066583053/?bc=100310238635
賃貸マンション,ハイツ緑ヶ丘,和歌山県和歌山市西浜,南海本線/和歌山市駅 バス18分 (バス停)大浦 歩3分,ＪＲ紀勢本線/紀三井寺駅 歩48分,ＪＲ阪和線/和歌山駅 バス37分 (バス停)大浦 歩3分,築50年,4階建,4階,4.3万円,2000円,-,4.3万円,3DK,42.9m2,https://suumo.jp/chintai/jnc_000063519322/?bc=100309814215
賃貸マンション,ハイツ緑ヶ丘,和歌山県和歌山市西浜,南海本線/和歌山市駅 バス18分 (バス停)大浦 歩3分,ＪＲ紀勢本線/紀三井寺駅 歩48分,ＪＲ阪和線/和歌山駅 バス37分 (バス停)大浦 歩3分,築50年,4階建,4階,4.3万円,2000円,-,4.3万円,3DK,42.9m2,https://suumo.jp/chintai/jnc_000079682398/?bc=100312745533
賃貸マンション,リベラルパレス堀止,和歌山県和歌山市堀止西２,南海本線/和歌山市駅 バス12分 (バス停)堀止 歩5分,ＪＲ紀勢本線/宮前駅 歩26分,南海和歌山港線/和歌山港駅 歩37分,築34年,5階建,5階,5.6万円,4000円,-,5.6万円,2DK,45.96m2,https://suumo.jp/chintai/jnc_000059311504/?bc=100324890686
賃貸マンション,リベラルパレス堀止,和歌山県和歌山市堀止西２,南海本線/和歌山市駅 バス12分 (バス停)堀止 歩5分,ＪＲ紀勢本線/宮前駅 歩26分,南海和歌山港線/和歌山港駅 歩37分,築34年,5階建,4階,5.6万円,4000円,-,5.6万円,2DK,45.36m2,https://suumo.jp/chintai/jnc_000057142436/?bc=100331312793
賃貸マンション,リベラルパレス堀止,和歌山県和歌山市堀止西２,南海本線/和歌山市駅 バス12分 (バス停)堀止 歩5分,ＪＲ紀勢本線/宮前駅 歩26分,南海和歌山港線/和歌山港駅 歩37分,築34年,5階建,5階,5.6万円,4000円,-,5.6万円,2DK,45.36m2,https://suumo.jp/chintai/jnc_000084054629/?bc=100338211313
賃貸マンション,松ヶ丘コーポラス,和歌山県和歌山市西高松２,南海本線/和歌山市駅 バス17分 (バス停)水軒口 歩8分,ＪＲ紀勢本線/宮前駅 歩38分,ＪＲ紀勢本線/紀三井寺駅 歩50分,築52年,4階建,1階,4万円,3000円,-,8万円,3DK,50.4m2,https://suumo.jp/chintai/jnc_000071865405/?bc=100269571999
賃貸マンション,パレロワイヤル西浜,和歌山県和歌山市西浜,南海本線/和歌山市駅 バス10分 (バス停)西浜 歩2分,ＪＲ阪和線/和歌山駅 バス23分 (バス停)西浜 歩2分,ＪＲ紀勢本線/宮前駅 歩50分,築34年,8階建,1階,7万円,-,14万円,21万円,3LDK,64m2,https://suumo.jp/chintai/jnc_000039934033/?bc=100325536766
賃貸マンション,パレロワイヤル西浜,和歌山県和歌山市西浜,南海本線/和歌山市駅 バス10分 (バス停)西浜 歩2分,ＪＲ阪和線/和歌山駅 バス23分 (バス停)西浜 歩2分,ＪＲ紀勢本線/宮前駅 歩50分,築34年,8階建,1階,7万円,-,14万円,14万円,2LDK,59.52m2,https://suumo.jp/chintai/jnc_000054728715/?bc=100199605558
